"TrueMean","Bias","BiasStrength","Hyperbole","ExtermityBias","FaB","BeliefMean","BeliefVar","BeliefMeanError","BeliefVarError","BeliefMeanMSE","BeliefVarMSE"
-1,0,1,2,1,1,1.586,0.466,2.586,-0.534,6.689,0.285
-1,1,0.1,1,0,0,-0.994,0.962,0.006,-0.038,0,0.001
-1,1,0.1,1,0,1,-0.318,1.045,0.682,0.045,0.465,0.002
-1,1,0.1,1,1,0,-1.632,0.827,-0.632,-0.173,0.399,0.03
-1,1,0.1,1,1,1,-0.206,1.601,0.794,0.601,0.63,0.361
-1,1,0.1,2,0,0,-1.997,1.855,-0.997,0.855,0.993,0.731
-1,1,0.1,2,0,1,-0.636,2.034,0.364,1.034,0.133,1.07
-1,1,0.1,2,1,0,-2.61,1.751,-1.61,0.751,2.593,0.564
-1,1,0.1,2,1,1,-0.495,2.529,0.505,1.529,0.255,2.337
-1,1,1,1,0,0,-1.001,0.604,-0.001,-0.396,0,0.157
-1,1,1,1,0,1,0.058,0.557,1.058,-0.443,1.12,0.196
-1,1,1,1,1,0,-1.635,0.442,-0.635,-0.558,0.403,0.311
-1,1,1,1,1,1,1.254,0.354,2.254,-0.646,5.081,0.418
-1,1,1,2,0,0,-1.994,0.739,-0.994,-0.261,0.989,0.068
-1,1,1,2,0,1,0.464,0.598,1.464,-0.402,2.143,0.161
-1,1,1,2,1,0,-1.964,0.646,-0.964,-0.354,0.929,0.125
-1,1,1,2,1,1,1.589,0.47,2.589,-0.53,6.703,0.281
0,-1,0.1,1,0,0,-0.002,0.968,-0.002,-0.032,0,0.001
0,-1,0.1,1,0,1,0.001,0.96,0.001,-0.04,0,0.002
0,-1,0.1,1,1,0,0.004,1.529,0.004,0.529,0,0.279
0,-1,0.1,1,1,1,0.003,1.528,0.003,0.528,0,0.278
0,-1,0.1,2,0,0,0,1.847,0,0.847,0,0.717
0,-1,0.1,2,0,1,-0.002,1.848,-0.002,0.848,0,0.719
0,-1,0.1,2,1,0,-0.006,2.352,-0.006,1.352,0,1.829
0,-1,0.1,2,1,1,0.003,2.363,0.003,1.363,0,1.857
0,-1,1,1,0,0,-0.004,0.606,-0.004,-0.394,0,0.155
0,-1,1,1,0,1,0.005,0.603,0.005,-0.397,0,0.158
0,-1,1,1,1,0,-1.371,0.426,-1.371,-0.574,1.879,0.33
0,-1,1,1,1,1,0.305,0.425,0.305,-0.575,0.093,0.331
0,-1,1,2,0,0,-0.016,0.742,-0.016,-0.258,0,0.067
0,-1,1,2,0,1,-0.081,0.737,-0.081,-0.263,0.007,0.069
0,-1,1,2,1,0,-1.852,0.568,-1.852,-0.432,3.429,0.187
0,-1,1,2,1,1,-1.851,0.564,-1.851,-0.436,3.425,0.19
0,0,0.1,1,0,0,0.001,0.962,0.001,-0.038,0,0.001
0,0,0.1,1,0,1,-0.006,0.968,-0.006,-0.032,0,0.001
0,0,0.1,1,1,0,-0.002,1.533,-0.002,0.533,0,0.284
0,0,0.1,1,1,1,0.001,1.53,0.001,0.53,0,0.281
0,0,0.1,2,0,0,0.002,1.858,0.002,0.858,0,0.736
0,0,0.1,2,0,1,0.007,1.851,0.007,0.851,0,0.724
0,0,0.1,2,1,0,-0.004,2.357,-0.004,1.357,0,1.842
0,0,0.1,2,1,1,-0.021,2.36,-0.021,1.36,0,1.85
0,0,1,1,0,0,-0.018,0.602,-0.018,-0.398,0,0.159
0,0,1,1,0,1,-0.013,0.603,-0.013,-0.397,0,0.157
0,0,1,1,1,0,1.125,0.423,1.125,-0.577,1.266,0.333
0,0,1,1,1,1,-1.37,0.417,-1.37,-0.583,1.877,0.34
0,0,1,2,0,0,-0.026,0.742,-0.026,-0.258,0.001,0.066
0,0,1,2,0,1,-0.07,0.745,-0.07,-0.255,0.005,0.065
0,0,1,2,1,0,0.591,0.563,0.591,-0.437,0.349,0.191
0,0,1,2,1,1,1.847,0.565,1.847,-0.435,3.41,0.189
0,1,0.1,1,0,0,0.003,0.969,0.003,-0.031,0,0.001
0,1,0.1,1,0,1,-0.003,0.964,-0.003,-0.036,0,0.001
0,1,0.1,1,1,0,0.001,1.533,0.001,0.533,0,0.284
0,1,0.1,1,1,1,-0.006,1.533,-0.006,0.533,0,0.284
0,1,0.1,2,0,0,0.002,1.85,0.002,0.85,0,0.723
0,1,0.1,2,0,1,0.004,1.853,0.004,0.853,0,0.728
0,1,0.1,2,1,0,0.013,2.351,0.013,1.351,0,1.826
0,1,0.1,2,1,1,-0.004,2.359,-0.004,1.359,0,1.847
0,1,1,1,0,0,-0.002,0.603,-0.002,-0.397,0,0.158
0,1,1,1,0,1,0.007,0.605,0.007,-0.395,0,0.156
0,1,1,1,1,0,1.373,0.422,1.373,-0.578,1.886,0.334
0,1,1,1,1,1,-1.149,0.419,-1.149,-0.581,1.321,0.337
0,1,1,2,0,0,0.035,0.745,0.035,-0.255,0.001,0.065
0,1,1,2,0,1,0.081,0.745,0.081,-0.255,0.007,0.065
0,1,1,2,1,0,1.85,0.566,1.85,-0.434,3.423,0.188
0,1,1,2,1,1,-1.85,0.563,-1.85,-0.437,3.421,0.191
1,-1,0.1,1,0,0,1.003,0.968,0.003,-0.032,0,0.001
1,-1,0.1,1,0,1,0.347,1.091,-0.653,0.091,0.426,0.008
1,-1,0.1,1,1,0,1.633,0.83,0.633,-0.17,0.401,0.029
1,-1,0.1,1,1,1,0.213,1.6,-0.787,0.6,0.619,0.36
1,-1,0.1,2,0,0,1.993,1.853,0.993,0.853,0.986,0.728
1,-1,0.1,2,0,1,0.653,2.082,-0.347,1.082,0.121,1.17
1,-1,0.1,2,1,0,2.597,1.75,1.597,0.75,2.549,0.563
1,-1,0.1,2,1,1,0.519,2.53,-0.481,1.53,0.231,2.341
1,-1,1,1,0,0,1.002,0.602,0.002,-0.398,0,0.158
1,-1,1,1,0,1,-0.079,0.592,-1.079,-0.408,1.164,0.166
1,-1,1,1,1,0,1.641,0.446,0.641,-0.554,0.41,0.307
1,-1,1,1,1,1,-1.258,0.347,-2.258,-0.653,5.098,0.426
1,-1,1,2,0,0,2.006,0.744,1.006,-0.256,1.013,0.066
1,-1,1,2,0,1,-0.534,0.607,-1.534,-0.393,2.353,0.154
1,-1,1,2,1,0,2.344,0.671,1.344,-0.329,1.807,0.108
1,-1,1,2,1,1,-1.587,0.469,-2.587,-0.531,6.694,0.282
1,0,0.1,1,0,0,0.996,0.964,-0.004,-0.036,0,0.001
1,0,0.1,1,0,1,0.339,1.084,-0.661,0.084,0.437,0.007
1,0,0.1,1,1,0,1.635,0.833,0.635,-0.167,0.403,0.028
1,0,0.1,1,1,1,0.205,1.605,-0.795,0.605,0.632,0.365
1,0,0.1,2,0,0,2.003,1.844,1.003,0.844,1.007,0.713
1,0,0.1,2,0,1,0.659,2.088,-0.341,1.088,0.116,1.184
1,0,0.1,2,1,0,2.6,1.756,1.6,0.756,2.558,0.571
1,0,0.1,2,1,1,0.487,2.533,-0.513,1.533,0.263,2.351
1,0,1,1,0,0,0.992,0.602,-0.008,-0.398,0,0.158
1,0,1,1,0,1,-0.058,0.607,-1.058,-0.393,1.119,0.154
1,0,1,1,1,0,1.637,0.441,0.637,-0.559,0.405,0.313
1,0,1,1,1,1,-1.256,0.354,-2.256,-0.646,5.09,0.417
1,0,1,2,0,0,1.985,0.741,0.985,-0.259,0.97,0.067
1,0,1,2,0,1,-0.532,0.599,-1.532,-0.401,2.346,0.161
1,0,1,2,1,0,2.434,0.671,1.434,-0.329,2.057,0.108
1,0,1,2,1,1,-1.588,0.465,-2.588,-0.535,6.697,0.286
1,1,0.1,1,0,0,0.999,0.968,-0.001,-0.032,0,0.001
1,1,0.1,1,0,1,0.341,1.083,-0.659,0.083,0.435,0.007
1,1,0.1,1,1,0,1.638,0.826,0.638,-0.174,0.406,0.03
1,1,0.1,1,1,1,0.2,1.6,-0.8,0.6,0.64,0.361
1,1,0.1,2,0,0,1.999,1.844,0.999,0.844,0.998,0.712
1,1,0.1,2,0,1,0.664,2.09,-0.336,1.09,0.113,1.189
1,1,0.1,2,1,0,2.587,1.75,1.587,0.75,2.52,0.562
1,1,0.1,2,1,1,0.48,2.528,-0.52,1.528,0.27,2.335
1,1,1,1,0,0,0.99,0.605,-0.01,-0.395,0,0.156
1,1,1,1,0,1,-0.073,0.608,-1.073,-0.392,1.151,0.153
1,1,1,1,1,0,1.637,0.44,0.637,-0.56,0.406,0.314
1,1,1,1,1,1,-0.228,0.457,-1.228,-0.543,1.507,0.294
1,1,1,2,0,0,2.057,0.743,1.057,-0.257,1.117,0.066
1,1,1,2,0,1,-0.531,0.612,-1.531,-0.388,2.345,0.151
1,1,1,2,1,0,2.421,0.667,1.421,-0.333,2.02,0.111
1,1,1,2,1,1,2.485,0.681,1.485,-0.319,2.204,0.102
